id,name,matched_query,image_file,image_url,thumbnail,source,title,creator,license,attribution,bytes,status,error
Imt3ziJaVg50pDie7pqI,Okpa,Okpa,migrations\images\Imt3ziJaVg50pDie7pqI_okpa.jpg,https://live.staticflickr.com/2078/2492082709_3e273cedc7_b.jpg,https://api.openverse.org/v1/images/e5b0a44c-a2c9-47fa-aab8-4b0868c6a31b/thumb/,flickr,'Labour Force 4' de Uche Okpa Iroha,Festival de Cine Africano FCAT,by-nc-sa,"""'Labour Force 4' de Uche Okpa Iroha"" by Festival de Cine Africano FCAT is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",88137,downloaded,
JOo8xJDbH5uhcUyp8GSz,Romazava,Romazava,migrations\images\JOo8xJDbH5uhcUyp8GSz_romazava.jpg,https://live.staticflickr.com/5473/10739029023_63d51c06fe.jpg,https://api.openverse.org/v1/images/413553cd-79a8-4564-9388-fd6f736db6b5/thumb/,flickr,Des brèdes Mafana pour le Romazava <3 #madagascar #cuisine #enfance,Le Yéti,by-nc,"""Des brèdes Mafana pour le Romazava <3 #madagascar #cuisine #enfance"" by Le Yéti is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",70978,downloaded,
JcTd5Ox3fHtVGxkOWB5M,Tibs (Sautéed Meat),Tibs,migrations\images\JcTd5Ox3fHtVGxkOWB5M_tibs_saut_ed_meat.jpg,https://live.staticflickr.com/5171/5463800805_49be6fd519_b.jpg,https://api.openverse.org/v1/images/5ba87941-5d38-4b4c-a587-789ef8dfae3d/thumb/,flickr,Ethiopia: Tibs Fitfit,crd!,by,"""Ethiopia: Tibs Fitfit"" by crd! is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",116859,downloaded,
JpU5QyrgZiKlPxgAcNJ3,Kenkey and Fried Fish,Kenkey and Fried Fish,migrations\images\JpU5QyrgZiKlPxgAcNJ3_kenkey_and_fried_fish.jpg,https://live.staticflickr.com/7518/15787739565_41c1109b08_b.jpg,https://api.openverse.org/v1/images/6ae3bb23-f2aa-4aa4-a3ed-a62f8dee23a1/thumb/,flickr,Ga Kenkey and Fried Fish - Breakfast in Ghana,PapJeff,by-nc,"""Ga Kenkey and Fried Fish - Breakfast in Ghana"" by PapJeff is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",152002,downloaded,
JtWpu7yN3nvR8WK64uUu,Kikomando,,,,,,,,,,,no_match,
JvaoPX5yaylKNZI3auwo,Attiéké and Fried Fish,,,,,,,,,,,no_match,
JxeEnt5kfbFVLbqjSvVc,Gizdodo,,,,,,,,,,,no_match,
KFeHOAWxod9cma5apKOh,Pastilla (B'stilla),Pastilla,migrations\images\KFeHOAWxod9cma5apKOh_pastilla_bstilla.jpg,https://live.staticflickr.com/203/492854273_6af14f16fb_b.jpg,https://api.openverse.org/v1/images/9635cd04-2aa2-4dc5-a998-94db1cd697a8/thumb/,flickr,Pastillas.,_iBaNe_,by-nd,"""Pastillas."" by _iBaNe_ is licensed under CC BY-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nd/2.0/.",422649,downloaded,
KKpZsz2bqlFjstQqhEeY,Jollof Rice (Ghana),Jollof Rice,migrations\images\KKpZsz2bqlFjstQqhEeY_jollof_rice_ghana.jpg,https://live.staticflickr.com/3251/2853745181_8a5f9fa230_b.jpg,https://api.openverse.org/v1/images/85db03ca-ece4-4371-b341-06b6625d00c2/thumb/,flickr,jollof rice,secretlondon123,by-sa,"""jollof rice"" by secretlondon123 is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",151482,downloaded,
KUXMCnTv4tjHuEm6b83r,Samosa (Kenyan),Samosa,migrations\images\KUXMCnTv4tjHuEm6b83r_samosa_kenyan.jpg,https://live.staticflickr.com/2210/2132192569_688404d125_b.jpg,https://api.openverse.org/v1/images/9886dc8c-c02d-4c60-81fb-0c585def5328/thumb/,flickr,Golden brown (samosas),jakerome,by,"""Golden brown (samosas)"" by jakerome is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",253647,downloaded,
KvtiDJceHE6J7VEVN7k6,Romazava,Romazava,migrations\images\KvtiDJceHE6J7VEVN7k6_romazava.jpg,https://live.staticflickr.com/5473/10739029023_63d51c06fe.jpg,https://api.openverse.org/v1/images/413553cd-79a8-4564-9388-fd6f736db6b5/thumb/,flickr,Des brèdes Mafana pour le Romazava <3 #madagascar #cuisine #enfance,Le Yéti,by-nc,"""Des brèdes Mafana pour le Romazava <3 #madagascar #cuisine #enfance"" by Le Yéti is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",70978,downloaded,
L0UQuWk0g3qzaQemJdGQ,Pepper Soup,Pepper Soup,migrations\images\L0UQuWk0g3qzaQemJdGQ_pepper_soup.jpg,https://live.staticflickr.com/3781/8868723597_784fcf1630_b.jpg,https://api.openverse.org/v1/images/a0103c40-ef3f-4d42-9674-4a7dabf36daf/thumb/,flickr,Tomato Pepper Soup,Fahara,by-nc-nd,"""Tomato Pepper Soup"" by Fahara is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",218580,downloaded,
L4C4Hn7yaBi3SEmdCnKD,Taameya (Egyptian Falafel),Taameya,migrations\images\L4C4Hn7yaBi3SEmdCnKD_taameya_egyptian_falafel.jpg,https://live.staticflickr.com/1779/42031799735_d21cdb5820_b.jpg,https://api.openverse.org/v1/images/8e3cad8d-5db2-45b9-9bac-125a37aa4618/thumb/,flickr,falafel and taameya,La Pulgarcita,by-sa,"""falafel and taameya"" by La Pulgarcita is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",124750,downloaded,
LgoD2ArIIDVf8vAmrqSX,Thiéboudienne (Mauritania),Thiéboudienne,migrations\images\LgoD2ArIIDVf8vAmrqSX_thi_boudienne_mauritania.jpg,https://live.staticflickr.com/873/39470144420_f0fb6e48fd_b.jpg,https://api.openverse.org/v1/images/f86ecb1e-af34-4fbe-97d0-fb873e8ad8a6/thumb/,flickr,GOPR3113,Samenargentine,by-nc-sa,"""GOPR3113"" by Samenargentine is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",211489,downloaded,
Ls3srOAPKMSrGbRoJZpV,Msemen and Mint Tea,Msemen and Mint Tea,migrations\images\Ls3srOAPKMSrGbRoJZpV_msemen_and_mint_tea.jpg,https://live.staticflickr.com/4545/37700638574_1dcffabe21_b.jpg,https://api.openverse.org/v1/images/da397f1e-63f5-4b67-83af-1236e5bc80e2/thumb/,flickr,The Way to Cultural Understanding is Through the Stomach,Bureau of Educational & Cultural Affairs,by-nc-nd,"""The Way to Cultural Understanding is Through the Stomach"" by Bureau of Educational & Cultural Affairs is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",174095,downloaded,
M3LzPoHyivxm5ILIunIE,Boule (Millet Ball),Boule,migrations\images\M3LzPoHyivxm5ILIunIE_boule_millet_ball.jpg,https://live.staticflickr.com/7415/9358797236_4cb74e63c9_b.jpg,https://api.openverse.org/v1/images/fb612fac-cd0a-4ac3-a64e-4c9c0b797b3e/thumb/,flickr,Blue Globe Thistle - Boule Azurée,monteregina,by-nc-sa,"""Blue Globe Thistle - Boule Azurée"" by monteregina is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",317138,downloaded,
MBQiTU2g7Sk0GZwSBJ3l,Puff Puff (Cameroonian),Puff Puff,migrations\images\MBQiTU2g7Sk0GZwSBJ3l_puff_puff_cameroonian.jpg,https://live.staticflickr.com/181/475185078_dcbffbf7c1_b.jpg,https://api.openverse.org/v1/images/af3222a4-8e48-4f95-b307-59141c996613/thumb/,flickr,puff puff pass,tinou bao,by,"""puff puff pass"" by tinou bao is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",168980,downloaded,
ME2o7OewbUByxbVj7N7E,Bunny Chow,Bunny Chow,migrations\images\ME2o7OewbUByxbVj7N7E_bunny_chow.jpg,https://live.staticflickr.com/5586/29777347743_baf9b8a7f8_b.jpg,https://api.openverse.org/v1/images/0a973d53-2e7a-4130-aa5b-1e6487832603/thumb/,flickr,Finally.... The bunny chow of Durban 😂😂😂 #bunnychow #curry #durban #umhlanga #southafrica #africadosul #indiana,markhillary,by,"""Finally.... The bunny chow of Durban 😂😂😂 #bunnychow #curry #durban #umhlanga #southafrica #africadosul #indiana"" by markhillary is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",253115,downloaded,
MF8FlZJTvsJSsWVhRAzM,Amiwo,Amiwo,migrations\images\MF8FlZJTvsJSsWVhRAzM_amiwo.jpg,https://live.staticflickr.com/4752/38891637654_925de2732a_b.jpg,https://api.openverse.org/v1/images/ee84346e-04e1-4ccb-8f98-f4112035d2e1/thumb/,flickr,amiwos,Luis López-Cano,by,"""amiwos"" by Luis López-Cano is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",74881,downloaded,
MHgfjh6eVhPAVpntMDte,Dibi (Grilled Lamb),Dibi,migrations\images\MHgfjh6eVhPAVpntMDte_dibi_grilled_lamb.jpg,https://live.staticflickr.com/1322/5166540662_e75b9674a8_b.jpg,https://api.openverse.org/v1/images/0d787ff5-a70d-42fb-9456-a31324821d2f/thumb/,flickr,Tofik Dibi,Roel Wijnants,by-nc,"""Tofik Dibi"" by Roel Wijnants is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",278446,downloaded,
MJ5Vk3ayOfAixcWA5kkJ,Peppered Gizzard,Peppered Gizzard,migrations\images\MJ5Vk3ayOfAixcWA5kkJ_peppered_gizzard.jpg,https://live.staticflickr.com/2702/4444132626_39238f720f_b.jpg,https://api.openverse.org/v1/images/99ab865f-a725-4ac1-b679-20c8f2dfd90d/thumb/,flickr,Peppered gizzard,S Martin,by-nc,"""Peppered gizzard"" by S Martin is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",120355,downloaded,
MdyC4lodbGGt7TgqlYMq,Couscous Royale,Couscous Royale,migrations\images\MdyC4lodbGGt7TgqlYMq_couscous_royale.jpg,https://live.staticflickr.com/1210/4721104772_86905d35a3_b.jpg,https://api.openverse.org/v1/images/c5398785-5129-46b9-8ddc-e7dd095a7b61/thumb/,flickr,Vegetable Stew for Couscous Royale,avlxyz,by-sa,"""Vegetable Stew for Couscous Royale"" by avlxyz is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",91457,downloaded,
MidojtHpJ0zxFz0UfWPn,Fisherman Soup,Fisherman Soup,migrations\images\MidojtHpJ0zxFz0UfWPn_fisherman_soup.jpg,https://live.staticflickr.com/3088/2420140859_0993061736_b.jpg,https://api.openverse.org/v1/images/e843c62a-e3fa-47e0-95be-eb7691b30df0/thumb/,flickr,Fisherman Soup,Timothy Valentine,by-nc-sa,"""Fisherman Soup"" by Timothy Valentine is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",148545,downloaded,
Mys8UO8wi0ofSxTOwYCf,Vitumbuwa (Zambian Fritters),,,,,,,,,,,no_match,
N1ipzAFH9dhx3z04zzkH,Gatsby Sandwich,Gatsby Sandwich,migrations\images\N1ipzAFH9dhx3z04zzkH_gatsby_sandwich.jpg,https://live.staticflickr.com/2542/4075204260_654af575af_b.jpg,https://api.openverse.org/v1/images/bdce63fa-c588-4284-8215-fdf5c85f0e19/thumb/,flickr,It's a Gatsby!,MastaBaba,by-nc,"""It's a Gatsby!"" by MastaBaba is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",182786,downloaded,
NFeqoI7AoQPguqMvxfIv,Dumboy (Liberian Fufu),Dumboy,migrations\images\NFeqoI7AoQPguqMvxfIv_dumboy_liberian_fufu.jpg,https://live.staticflickr.com/3896/15326508985_6c7556e24a_b.jpg,https://api.openverse.org/v1/images/d410d0d9-3b67-455e-824f-ec122f6afc84/thumb/,flickr,Giln Tab 296 Dumboy,I named my technique CONTEXTING,by-nc,"""Giln Tab 296 Dumboy"" by I named my technique CONTEXTING is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",164547,downloaded,
NdLSI9LWJvu3WNQvdD1m,Katogo,Katogo,migrations\images\NdLSI9LWJvu3WNQvdD1m_katogo.jpg,https://live.staticflickr.com/7158/6741903279_50913fdaca_b.jpg,https://api.openverse.org/v1/images/a30aa135-3d1a-4682-9b71-6fda6764ffbd/thumb/,flickr,Katogo,fabulousfabs,by-nc,"""Katogo"" by fabulousfabs is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",139631,downloaded,
NpJeOSY0heM35tc5Sg30,Ugali na Nyama,,,,,,,,,,,no_match,
OQSoI6n9RJudjOvDJUVY,Nshima with Ifisashi,Nshima with Ifisashi,migrations\images\OQSoI6n9RJudjOvDJUVY_nshima_with_ifisashi.jpg,https://live.staticflickr.com/65535/52186449155_b6571f0c2c_b.jpg,https://api.openverse.org/v1/images/67070412-86bb-49d6-8ffa-2960ea4865aa/thumb/,flickr,USAID Administrator Samantha Power Travels to Zambia and Malawi,USAID_IMAGES,by-nc,"""USAID Administrator Samantha Power Travels to Zambia and Malawi"" by USAID_IMAGES is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",305386,downloaded,
OSRlr8ipDGvixm5a8w0C,Bread and Egg (Nigerian),Bread and Egg,migrations\images\OSRlr8ipDGvixm5a8w0C_bread_and_egg_nigerian.jpg,https://live.staticflickr.com/2456/3553143337_7599faa9db_b.jpg,https://api.openverse.org/v1/images/adfdea86-0143-418e-9805-182eb98e4daa/thumb/,flickr,bloomer bread with egg and sausage and rashers of bacon,MrVJTod,by-sa,"""bloomer bread with egg and sausage and rashers of bacon"" by MrVJTod is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",158151,downloaded,
OslneX8sSy30WLkMV7JL,Wali na Maharage,,,,,,,,,,,no_match,
P0rQeiddibdLsxEJyrlA,Luwombo (Banana Leaf Stew),Luwombo,migrations\images\P0rQeiddibdLsxEJyrlA_luwombo_banana_leaf_stew.jpg,https://live.staticflickr.com/2602/3940063538_703366751c_b.jpg,https://api.openverse.org/v1/images/7c6f1be2-a29e-4883-b418-df12284ae1ef/thumb/,flickr,Luwombo beef,gsz,by-nc-nd,"""Luwombo beef"" by gsz is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",266128,downloaded,
P6v7bnEGrhxAxtJkobRo,Mbika (Pumpkin Seed Stew),Mbika,migrations\images\P6v7bnEGrhxAxtJkobRo_mbika_pumpkin_seed_stew.jpg,https://live.staticflickr.com/3320/3620865165_471a9879d5_b.jpg,https://api.openverse.org/v1/images/6a331ed7-43fe-4882-a448-c0ad6aa4932d/thumb/,flickr,Cucumeropsis mannii Naudin (CUCURBITACEAE),Scamperdale,by-nc,"""Cucumeropsis mannii Naudin (CUCURBITACEAE)"" by Scamperdale is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",390750,downloaded,
PLh7suzhCKnWLHE8iFXa,Fufu & Peanut Soup (Togo),Fufu & Peanut Soup,migrations\images\PLh7suzhCKnWLHE8iFXa_fufu_peanut_soup_togo.jpg,https://live.staticflickr.com/3720/33240379771_8de4c8f0c7_b.jpg,https://api.openverse.org/v1/images/5b426846-a2a9-4473-a815-98b62d2ec175/thumb/,flickr,"African Food in Los Angeles! Excellent Ghanian and West African cuisine. We had Fufu and Peanut soup, Banku with Okra Soup, and Chicken Stew with Jollof rice, plantain, and salad. The food was perfectly fresh and the presentation was excellent. Not greasy",Zeal Harris,by-nd,"""African Food in Los Angeles! Excellent Ghanian and West African cuisine. We had Fufu and Peanut soup, Banku with Okra Soup, and Chicken Stew with Jollof rice, plantain, and salad. The food was perfectly fresh and the presentation was excellent. Not greasy"" by Zeal Harris is licensed under CC BY-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nd/2.0/.",183752,downloaded,
PRWmr4s2xudjEW8zDvVZ,Tuwo Shinkafa,Tuwo Shinkafa,migrations\images\PRWmr4s2xudjEW8zDvVZ_tuwo_shinkafa.jpg,https://live.staticflickr.com/5695/30219435742_95393406b0_b.jpg,https://api.openverse.org/v1/images/cad6ac3b-ec6e-471c-9b8e-493516cbda4c/thumb/,flickr,"Edikang ikong and tuwo shinkafa at Coal City, Edmonton, London N18",Kake .,by-nc-sa,"""Edikang ikong and tuwo shinkafa at Coal City, Edmonton, London N18"" by Kake . is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",134999,downloaded,
PeCGnE7rLEzehucCMFol,Ndizi Nyama (Plantain & Meat),,,,,,,,,,,no_match,
Q10KoZOXN43xLCxtYLut,Pâte Noire & Sauce Gombo,,,,,,,,,,,no_match,
Q1QT9OKouqesGMVEEmvu,Ful Medames,Ful Medames,migrations\images\Q1QT9OKouqesGMVEEmvu_ful_medames.jpg,https://live.staticflickr.com/65535/48764289018_86350f5388_b.jpg,https://api.openverse.org/v1/images/7a77c4e7-fbf8-4e14-a037-1f5a59121817/thumb/,flickr,"Ful medames at Communitea, South Norwood, London SE25",Kake .,by-nc-sa,"""Ful medames at Communitea, South Norwood, London SE25"" by Kake . is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",288594,downloaded,
QFbeLOZz4Er63q85t3zu,Cachupa,Cachupa,migrations\images\QFbeLOZz4Er63q85t3zu_cachupa.jpg,https://live.staticflickr.com/7311/26880456304_8b8463e7c8_b.jpg,https://api.openverse.org/v1/images/2a44633a-f5ab-40de-adec-bd4db3f61298/thumb/,flickr,Cachupa Psicadélica,zeibalsero,by-nc-nd,"""Cachupa Psicadélica"" by zeibalsero is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",229017,downloaded,
QWlLdpAOKUF8bIv7ZSYB,Lahoh,,,,,,,,,,,no_match,
QWmPW2XES5HSRdbyMDIx,Tô (Millet Porridge),Tô,migrations\images\QWmPW2XES5HSRdbyMDIx_t_millet_porridge.jpg,https://live.staticflickr.com/4129/5054815272_0e7e574b71_b.jpg,https://api.openverse.org/v1/images/5e38c087-8160-486b-b5e3-3d2514a2389c/thumb/,flickr,Tô indo...,E l i a n a R e i n a l d o,by-nd,"""Tô indo..."" by E l i a n a R e i n a l d o is licensed under CC BY-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nd/2.0/.",330590,downloaded,
QYZlnkLBmFftNq8o63om,Smen,Smen,migrations\images\QYZlnkLBmFftNq8o63om_smen.jpg,https://live.staticflickr.com/7078/7267205818_dedc307493_b.jpg,https://api.openverse.org/v1/images/381e9a44-7b37-4b6f-a6e9-96aa8d789cf6/thumb/,flickr,Smens i Svarfven,Länsmuseet Gävleborg,by-nc-nd,"""Smens i Svarfven"" by Länsmuseet Gävleborg is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",236681,downloaded,
QgzZHrO2krWUF2Fk2NOR,Kat Kat Banane,,,,,,,,,,,no_match,
QhLBN0mqa2HOhobotOkq,Nkwobi,,,,,,,,,,,no_match,
QqS8Daa9llDgHjVgbvtY,Akara (Bean Cakes),Akara,migrations\images\QqS8Daa9llDgHjVgbvtY_akara_bean_cakes.jpg,https://live.staticflickr.com/7052/6970934001_e07baf61fb_b.jpg,https://api.openverse.org/v1/images/7df48d3e-bdc8-481f-848f-07d86bad53a8/thumb/,flickr,Jess Akara,kensavage,by-nc-sa,"""Jess Akara"" by kensavage is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",157836,downloaded,
R244M5gqCrP6tXrk1g5U,Merguez,Merguez,migrations\images\R244M5gqCrP6tXrk1g5U_merguez.jpg,https://live.staticflickr.com/40/78219226_63e736e18d_b.jpg,https://api.openverse.org/v1/images/030b3e94-981d-480e-b7b1-ead5f21ac520/thumb/,flickr,"Meat Course: Colorado lamb chops. Merguez-stuffed piquillo pepper, grilled scallions and pearl onions and smoked paprika",ulterior epicure,by-nc-nd,"""Meat Course: Colorado lamb chops. Merguez-stuffed piquillo pepper, grilled scallions and pearl onions and smoked paprika"" by ulterior epicure is licensed under CC BY-NC-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-nd/2.0/.",165128,downloaded,
RQfdTXZN6yBJXC8tdMcl,Puff Puff,Puff Puff,migrations\images\RQfdTXZN6yBJXC8tdMcl_puff_puff.jpg,https://live.staticflickr.com/181/475185078_dcbffbf7c1_b.jpg,https://api.openverse.org/v1/images/af3222a4-8e48-4f95-b307-59141c996613/thumb/,flickr,puff puff pass,tinou bao,by,"""puff puff pass"" by tinou bao is licensed under CC BY 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by/2.0/.",168980,downloaded,
RZ1SASBdyx8C1tuzSpWd,Eru Soup,,,,,,,,,,,no_match,
Rdc3IIgHQrcq4eEgNEMG,Thiéboudienne (Rice and Fish),Thiéboudienne,migrations\images\Rdc3IIgHQrcq4eEgNEMG_thi_boudienne_rice_and_fish.jpg,https://live.staticflickr.com/873/39470144420_f0fb6e48fd_b.jpg,https://api.openverse.org/v1/images/f86ecb1e-af34-4fbe-97d0-fb873e8ad8a6/thumb/,flickr,GOPR3113,Samenargentine,by-nc-sa,"""GOPR3113"" by Samenargentine is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",211489,downloaded,
RfDLxANZQkULHtaZq9kB,Nyama Choma (Roast Meat),Nyama Choma,migrations\images\RfDLxANZQkULHtaZq9kB_nyama_choma_roast_meat.jpg,https://live.staticflickr.com/5007/5296381641_e5bbd69b8c_b.jpg,https://api.openverse.org/v1/images/b14c0c2a-0220-4622-b619-69839d4eaa84/thumb/,flickr,Texas nyama choma to be,henribergius,by-sa,"""Texas nyama choma to be"" by henribergius is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",236747,downloaded,
RgCWN4paLPtELdQC9BUB,Riz Gras (Burkina),Riz Gras,migrations\images\RgCWN4paLPtELdQC9BUB_riz_gras_burkina.jpg,https://live.staticflickr.com/2135/2247597125_4465def753_b.jpg,https://api.openverse.org/v1/images/c0b342ee-64b2-449d-b6e9-f9376378079c/thumb/,flickr,riz gras ou yollof rice,Rikolto (Vredeseilanden),by-nc,"""riz gras ou yollof rice"" by Rikolto (Vredeseilanden) is licensed under CC BY-NC 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc/2.0/.",152587,downloaded,
RgfgMMbSpgopm0Y6ay6c,Amala,Amala,migrations\images\RgfgMMbSpgopm0Y6ay6c_amala.jpg,https://live.staticflickr.com/4167/33804958593_946f594afd_b.jpg,https://api.openverse.org/v1/images/1022f8df-b679-49ca-b683-7949e958838f/thumb/,flickr,"La tua pelle, l'organo più grande del tuo corpo. Da sola si protegge e ti protegge, si rigenera, respira... Tienila sempre in buona compagnia, sii cosciente dei prodotti con cui entra in contatto. Amala e brillerà! 😊❤️✌️----------------------",AGRONAUTI,by-sa,"""La tua pelle, l'organo più grande del tuo corpo. Da sola si protegge e ti protegge, si rigenera, respira... Tienila sempre in buona compagnia, sii cosciente dei prodotti con cui entra in contatto. Amala e brillerà! 😊❤️✌️----------------------"" by AGRONAUTI is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",73031,downloaded,
S90yZKc4ABZNGFSny9fo,Fufu (Congolese),Fufu,migrations\images\S90yZKc4ABZNGFSny9fo_fufu_congolese.jpg,https://live.staticflickr.com/42/81695733_3bd096d5b2_b.jpg,https://api.openverse.org/v1/images/d0a73982-22c8-4003-b942-4274ecea60ce/thumb/,flickr,fufu 004,martapiqs,by-nc-sa,"""fufu 004"" by martapiqs is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",114406,downloaded,
SEYreX1Ci2HdWSimkIgK,Rfissa,Rfissa,migrations\images\SEYreX1Ci2HdWSimkIgK_rfissa.jpg,https://live.staticflickr.com/454/20110756839_c68705420d_b.jpg,https://api.openverse.org/v1/images/bc921afd-d367-4c26-bd29-1e43db142327/thumb/,flickr,"#Yummy Rfissa: One of my #Moroccan favorite dish It is traditionally served with chicken and lentils and fenugreek seeds (helba in Arabic), msemmen, meloui or day-old bread #food #foodies #foodforfoodies #instafood #instagood #Morocco #foodporn #foodpics",Hicham Souilmi,by-nd,"""#Yummy Rfissa: One of my #Moroccan favorite dish It is traditionally served with chicken and lentils and fenugreek seeds (helba in Arabic), msemmen, meloui or day-old bread #food #foodies #foodforfoodies #instafood #instagood #Morocco #foodporn #foodpics"" by Hicham Souilmi is licensed under CC BY-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nd/2.0/.",295346,downloaded,
SJf6ggdlUmxwygHSkyRu,Chicken Tagine with Preserved Lemons & Olives,Chicken Tagine with Preserved Lemons & Olives,migrations\images\SJf6ggdlUmxwygHSkyRu_chicken_tagine_with_preserved_lemons_olives.jpg,https://live.staticflickr.com/65535/46953711305_47fd941ba9_b.jpg,https://api.openverse.org/v1/images/f3154d7a-bc1e-4d65-8212-8087f8029b8d/thumb/,flickr,"Chicken tagine with figs, olives, preserved lemons, and almonds",telepathicparanoia,by-nd,"""Chicken tagine with figs, olives, preserved lemons, and almonds"" by telepathicparanoia is licensed under CC BY-ND 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nd/2.0/.",190632,downloaded,
SXMBza7KvcfG41CNPv8i,Fouti (Fonio Porridge),Fouti,migrations\images\SXMBza7KvcfG41CNPv8i_fouti_fonio_porridge.jpg,https://live.staticflickr.com/3409/4603543116_32b46f16bd.jpg,https://api.openverse.org/v1/images/04939800-f908-494b-b3fd-ed8a156342c4/thumb/,flickr,Sheikha Abdoul Foutie,LoopZilla,by-sa,"""Sheikha Abdoul Foutie"" by LoopZilla is licensed under CC BY-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-sa/2.0/.",88611,downloaded,
SxlG7U2RiQJKaS9eVSgU,Ful Medames (Sudan),Ful Medames,migrations\images\SxlG7U2RiQJKaS9eVSgU_ful_medames_sudan.jpg,https://live.staticflickr.com/65535/48764289018_86350f5388_b.jpg,https://api.openverse.org/v1/images/7a77c4e7-fbf8-4e14-a037-1f5a59121817/thumb/,flickr,"Ful medames at Communitea, South Norwood, London SE25",Kake .,by-nc-sa,"""Ful medames at Communitea, South Norwood, London SE25"" by Kake . is licensed under CC BY-NC-SA 2.0. To view a copy of this license, visit https://creativecommons.org/licenses/by-nc-sa/2.0/.",288594,downloaded,
